[2025-10-21T19:57:07.332+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-10-21T19:57:07.387+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: airbnb_etl_pipeline.extract_airbnb_forsale manual__2025-10-21T19:57:05.716903+00:00 [queued]>
[2025-10-21T19:57:07.414+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: airbnb_etl_pipeline.extract_airbnb_forsale manual__2025-10-21T19:57:05.716903+00:00 [queued]>
[2025-10-21T19:57:07.415+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2025-10-21T19:57:07.433+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): extract_airbnb_forsale> on 2025-10-21 19:57:05.716903+00:00
[2025-10-21T19:57:07.443+0000] {standard_task_runner.py:63} INFO - Started process 209 to run task
[2025-10-21T19:57:07.447+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'airbnb_etl_pipeline', 'extract_airbnb_forsale', 'manual__2025-10-21T19:57:05.716903+00:00', '--job-id', '29', '--raw', '--subdir', 'DAGS_FOLDER/airbnb_etl_dag.py', '--cfg-path', '/tmp/tmpo71smgn6']
[2025-10-21T19:57:07.451+0000] {standard_task_runner.py:91} INFO - Job 29: Subtask extract_airbnb_forsale
[2025-10-21T19:57:07.545+0000] {task_command.py:426} INFO - Running <TaskInstance: airbnb_etl_pipeline.extract_airbnb_forsale manual__2025-10-21T19:57:05.716903+00:00 [running]> on host b58697e26e05
[2025-10-21T19:57:07.647+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='airbnb_etl_pipeline' AIRFLOW_CTX_TASK_ID='extract_airbnb_forsale' AIRFLOW_CTX_EXECUTION_DATE='2025-10-21T19:57:05.716903+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-10-21T19:57:05.716903+00:00'
[2025-10-21T19:57:07.650+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-10-21T19:57:07.686+0000] {logging_mixin.py:188} INFO - Fetching: Orlando, Florida
[2025-10-21T20:05:46.227+0000] {logging_mixin.py:188} INFO - Fetching: Paterson, New Jersey
[2025-10-21T20:05:48.542+0000] {logging_mixin.py:188} INFO - Fetching: Camden, New Jersey
[2025-10-21T20:05:50.015+0000] {logging_mixin.py:188} INFO - Fetching: Hoboken, New Jersey
[2025-10-21T20:05:52.297+0000] {logging_mixin.py:188} INFO - Fetching: Princeton, New Jersey
[2025-10-21T20:05:54.625+0000] {logging_mixin.py:188} INFO - Fetching: Middletown, New Jersey
[2025-10-21T20:05:56.201+0000] {logging_mixin.py:188} INFO - Fetching: Cherry Hill, New Jersey
[2025-10-21T20:05:58.447+0000] {logging_mixin.py:188} INFO - Fetching: Louisville, Kentucky
[2025-10-21T20:06:01.026+0000] {logging_mixin.py:188} INFO - Fetching: Lexington, Kentucky
[2025-10-21T20:06:02.474+0000] {logging_mixin.py:188} INFO - Fetching: Bowling Green, Kentucky
[2025-10-21T20:06:03.942+0000] {logging_mixin.py:188} INFO - Fetching: Owensboro, Kentucky
[2025-10-21T20:06:06.226+0000] {logging_mixin.py:188} INFO - Fetching: Frankfort, Kentucky
[2025-10-21T20:06:08.754+0000] {logging_mixin.py:188} INFO - Fetching: Paducah, Kentucky
[2025-10-21T20:06:11.775+0000] {logging_mixin.py:188} INFO - Fetching: Covington, Kentucky
[2025-10-21T20:06:14.239+0000] {logging_mixin.py:188} INFO - Fetching: Elizabethtown, Kentucky
[2025-10-21T20:06:16.935+0000] {logging_mixin.py:188} INFO - Fetching: Richmond, Kentucky
[2025-10-21T20:06:19.309+0000] {logging_mixin.py:188} INFO - Fetching: Hopkinsville, Kentucky
[2025-10-21T20:06:22.851+0000] {logging_mixin.py:188} INFO - Fetching: Wichita, Kansas
[2025-10-21T20:06:25.015+0000] {logging_mixin.py:188} INFO - Fetching: Topeka, Kansas
[2025-10-21T20:06:26.421+0000] {logging_mixin.py:188} INFO - Fetching: Kansas City, Kansas
[2025-10-21T20:06:30.109+0000] {logging_mixin.py:188} INFO - Fetching: Olathe, Kansas
[2025-10-21T20:06:32.449+0000] {logging_mixin.py:188} INFO - Fetching: Overland Park, Kansas
[2025-10-21T20:06:35.859+0000] {logging_mixin.py:188} INFO - Fetching: Lawrence, Kansas
[2025-10-21T20:06:38.814+0000] {logging_mixin.py:188} INFO - Fetching: Manhattan, Kansas
[2025-10-21T20:06:41.108+0000] {logging_mixin.py:188} INFO - Fetching: Hutchinson, Kansas
[2025-10-21T20:06:43.544+0000] {logging_mixin.py:188} INFO - Fetching: Salina, Kansas
[2025-10-21T20:06:45.900+0000] {logging_mixin.py:188} INFO - Fetching: Dodge City, Kansas
[2025-10-21T20:06:47.304+0000] {logging_mixin.py:188} INFO - Fetching: New Orleans, Louisiana
[2025-10-21T20:06:49.558+0000] {logging_mixin.py:188} INFO - Fetching: Baton Rouge, Louisiana
[2025-10-21T20:06:51.757+0000] {logging_mixin.py:188} INFO - Fetching: Shreveport, Louisiana
[2025-10-21T20:06:54.241+0000] {logging_mixin.py:188} INFO - Fetching: Lafayette, Louisiana
[2025-10-21T20:06:55.726+0000] {logging_mixin.py:188} INFO - Fetching: Lake Charles, Louisiana
[2025-10-21T20:06:58.074+0000] {logging_mixin.py:188} INFO - Fetching: Monroe, Louisiana
[2025-10-21T20:07:01.493+0000] {logging_mixin.py:188} INFO - Fetching: Alexandria, Louisiana
[2025-10-21T20:07:04.114+0000] {logging_mixin.py:188} INFO - Fetching: Hammond, Louisiana
[2025-10-21T20:07:06.467+0000] {logging_mixin.py:188} INFO - Fetching: Natchitoches, Louisiana
[2025-10-21T20:07:08.941+0000] {logging_mixin.py:188} INFO - Fetching: Slidell, Louisiana
[2025-10-21T20:07:10.376+0000] {logging_mixin.py:188} INFO - Fetching: Portland, Maine
[2025-10-21T20:07:11.759+0000] {logging_mixin.py:188} INFO - Fetching: Augusta, Maine
[2025-10-21T20:07:14.069+0000] {logging_mixin.py:188} INFO - Fetching: Bangor, Maine
[2025-10-21T20:07:15.497+0000] {logging_mixin.py:188} INFO - Fetching: Bar Harbor, Maine
[2025-10-21T20:07:17.773+0000] {logging_mixin.py:188} INFO - Fetching: Brunswick, Maine
[2025-10-21T20:07:20.306+0000] {logging_mixin.py:188} INFO - Fetching: Lewiston, Maine
[2025-10-21T20:07:22.707+0000] {logging_mixin.py:188} INFO - Fetching: Auburn, Maine
[2025-10-21T20:07:24.067+0000] {logging_mixin.py:188} INFO - Fetching: Rockland, Maine
[2025-10-21T20:07:25.500+0000] {logging_mixin.py:188} INFO - Fetching: Camden, Maine
[2025-10-21T20:07:27.725+0000] {logging_mixin.py:188} INFO - Fetching: Kennebunkport, Maine
[2025-10-21T20:07:30.021+0000] {logging_mixin.py:188} INFO - Fetching: Baltimore, Maryland
[2025-10-21T20:07:55.526+0000] {logging_mixin.py:188} INFO - Fetching: Annapolis, Maryland
[2025-10-21T20:07:57.877+0000] {logging_mixin.py:188} INFO - Fetching: Frederick, Maryland
[2025-10-21T20:08:00.150+0000] {logging_mixin.py:188} INFO - Fetching: Rockville, Maryland
[2025-10-21T20:08:02.452+0000] {logging_mixin.py:188} INFO - Fetching: Gaithersburg, Maryland
[2025-10-21T20:08:04.805+0000] {logging_mixin.py:188} INFO - Fetching: Silver Spring, Maryland
[2025-10-21T20:08:07.232+0000] {logging_mixin.py:188} INFO - Fetching: Ocean City, Maryland
[2025-10-21T20:08:09.436+0000] {logging_mixin.py:188} INFO - Fetching: Bethesda, Maryland
[2025-10-21T20:08:11.869+0000] {logging_mixin.py:188} INFO - Fetching: Hagerstown, Maryland
[2025-10-21T20:08:14.179+0000] {logging_mixin.py:188} INFO - Fetching: College Park, Maryland
[2025-10-21T20:08:16.516+0000] {logging_mixin.py:188} INFO - Fetching: Boston, Massachusetts
[2025-10-21T20:08:18.848+0000] {logging_mixin.py:188} INFO - Fetching: Worcester, Massachusetts
[2025-10-21T20:08:21.190+0000] {logging_mixin.py:188} INFO - Fetching: Springfield, Massachusetts
[2025-10-21T20:08:23.558+0000] {logging_mixin.py:188} INFO - Fetching: Cambridge, Massachusetts
[2025-10-21T20:08:26.188+0000] {logging_mixin.py:188} INFO - Fetching: Lowell, Massachusetts
[2025-10-21T20:08:28.493+0000] {logging_mixin.py:188} INFO - Fetching: Salem, Massachusetts
[2025-10-21T20:08:31.300+0000] {logging_mixin.py:188} INFO - Fetching: New Bedford, Massachusetts
[2025-10-21T20:08:33.599+0000] {logging_mixin.py:188} INFO - Fetching: Plymouth, Massachusetts
[2025-10-21T20:08:35.940+0000] {logging_mixin.py:188} INFO - Fetching: Gloucester, Massachusetts
[2025-10-21T20:08:38.166+0000] {logging_mixin.py:188} INFO - Fetching: Quincy, Massachusetts
[2025-10-21T20:08:40.537+0000] {logging_mixin.py:188} INFO - Fetching: Denver, Colorado
[2025-10-21T20:08:42.779+0000] {logging_mixin.py:188} INFO - Fetching: Colorado Springs, Colorado
[2025-10-21T20:08:45.129+0000] {logging_mixin.py:188} INFO - Fetching: Boulder, Colorado
[2025-10-21T20:08:47.632+0000] {logging_mixin.py:188} INFO - Fetching: Fort Collins, Colorado
[2025-10-21T20:08:49.851+0000] {logging_mixin.py:188} INFO - Fetching: Aspen, Colorado
[2025-10-21T20:09:07.497+0000] {logging_mixin.py:188} INFO - Fetching: Vail, Colorado
[2025-10-21T20:09:09.664+0000] {logging_mixin.py:188} INFO - Fetching: Breckenridge, Colorado
[2025-10-21T20:09:11.992+0000] {logging_mixin.py:188} INFO - Fetching: Durango, Colorado
[2025-10-21T20:09:14.182+0000] {logging_mixin.py:188} INFO - Fetching: Grand Junction, Colorado
[2025-10-21T20:09:16.573+0000] {logging_mixin.py:188} INFO - Fetching: Pueblo, Colorado
[2025-10-21T20:09:18.891+0000] {logging_mixin.py:188} INFO - Fetching: Anchorage, Alaska
[2025-10-21T20:09:21.041+0000] {logging_mixin.py:188} INFO - Fetching: Juneau, Alaska
[2025-10-21T20:09:23.258+0000] {logging_mixin.py:188} INFO - Fetching: Fairbanks, Alaska
[2025-10-21T20:09:25.446+0000] {logging_mixin.py:188} INFO - Fetching: Seward, Alaska
[2025-10-21T20:09:27.558+0000] {logging_mixin.py:188} INFO - Fetching: Sitka, Alaska
[2025-10-21T20:09:29.632+0000] {logging_mixin.py:188} INFO - Fetching: Ketchikan, Alaska
[2025-10-21T20:09:31.830+0000] {logging_mixin.py:188} INFO - Fetching: Homer, Alaska
[2025-10-21T20:09:33.973+0000] {logging_mixin.py:188} INFO - Fetching: Palmer, Alaska
[2025-10-21T20:09:37.970+0000] {logging_mixin.py:188} INFO - Fetching: Wasilla, Alaska
[2025-10-21T20:09:40.144+0000] {logging_mixin.py:188} INFO - Fetching: Kenai, Alaska
[2025-10-21T20:09:42.895+0000] {logging_mixin.py:188} INFO - Fetching: Birmingham, Alabama
[2025-10-21T20:09:45.141+0000] {logging_mixin.py:188} INFO - Fetching: Montgomery, Alabama
[2025-10-21T20:09:47.442+0000] {logging_mixin.py:188} INFO - Fetching: Mobile, Alabama
[2025-10-21T20:09:49.782+0000] {logging_mixin.py:188} INFO - Fetching: Huntsville, Alabama
[2025-10-21T20:09:52.230+0000] {logging_mixin.py:188} INFO - Fetching: Tuscaloosa, Alabama
[2025-10-21T20:09:54.435+0000] {logging_mixin.py:188} INFO - Fetching: Auburn, Alabama
[2025-10-21T20:09:57.240+0000] {logging_mixin.py:188} INFO - Fetching: Florence, Alabama
[2025-10-21T20:09:59.706+0000] {logging_mixin.py:188} INFO - Fetching: Gulf Shores, Alabama
[2025-10-21T20:10:02.043+0000] {logging_mixin.py:188} INFO - Fetching: Hoover, Alabama
[2025-10-21T20:10:04.525+0000] {logging_mixin.py:188} INFO - Fetching: Dothan, Alabama
[2025-10-21T20:10:06.843+0000] {logging_mixin.py:188} INFO - Fetching: Little Rock, Arkansas
[2025-10-21T20:10:09.705+0000] {logging_mixin.py:188} INFO - Fetching: Fayetteville, Arkansas
[2025-10-21T20:10:12.584+0000] {logging_mixin.py:188} INFO - Fetching: Bentonville, Arkansas
[2025-10-21T20:10:14.831+0000] {logging_mixin.py:188} INFO - Fetching: Hot Springs, Arkansas
[2025-10-21T20:10:17.089+0000] {logging_mixin.py:188} INFO - Fetching: Fort Smith, Arkansas
[2025-10-21T20:10:19.377+0000] {logging_mixin.py:188} INFO - Fetching: Jonesboro, Arkansas
[2025-10-21T20:10:22.023+0000] {logging_mixin.py:188} INFO - Fetching: Conway, Arkansas
[2025-10-21T20:10:24.397+0000] {logging_mixin.py:188} INFO - Fetching: Springdale, Arkansas
[2025-10-21T20:10:27.012+0000] {logging_mixin.py:188} INFO - Fetching: Pine Bluff, Arkansas
[2025-10-21T20:10:29.884+0000] {logging_mixin.py:188} INFO - Fetching: Rogers, Arkansas
[2025-10-21T20:10:32.160+0000] {logging_mixin.py:188} INFO - Fetching: Manchester, New Hampshire
[2025-10-21T20:10:34.541+0000] {logging_mixin.py:188} INFO - Fetching: Nashua, New Hampshire
[2025-10-21T20:10:37.246+0000] {logging_mixin.py:188} INFO - Fetching: Concord, New Hampshire
[2025-10-21T20:10:39.618+0000] {logging_mixin.py:188} INFO - Fetching: Portsmouth, New Hampshire
[2025-10-21T20:10:42.777+0000] {logging_mixin.py:188} INFO - Fetching: Dover, New Hampshire
[2025-10-21T20:10:45.064+0000] {logging_mixin.py:188} INFO - Fetching: Keene, New Hampshire
[2025-10-21T20:10:47.307+0000] {logging_mixin.py:188} INFO - Fetching: Hanover, New Hampshire
[2025-10-21T20:10:49.576+0000] {logging_mixin.py:188} INFO - Fetching: Lebanon, New Hampshire
[2025-10-21T20:10:51.857+0000] {logging_mixin.py:188} INFO - Fetching: Exeter, New Hampshire
[2025-10-21T20:10:54.189+0000] {logging_mixin.py:188} INFO - Fetching: Claremont, New Hampshire
[2025-10-21T20:10:56.462+0000] {logging_mixin.py:188} INFO - Fetching: Milwaukee, Wisconsin
[2025-10-21T20:10:58.674+0000] {logging_mixin.py:188} INFO - Fetching: Madison, Wisconsin
[2025-10-21T20:11:02.857+0000] {logging_mixin.py:188} INFO - Fetching: Green Bay, Wisconsin
[2025-10-21T20:11:05.026+0000] {logging_mixin.py:188} INFO - Fetching: Kenosha, Wisconsin
[2025-10-21T20:11:07.519+0000] {logging_mixin.py:188} INFO - Fetching: Racine, Wisconsin
[2025-10-21T20:11:10.155+0000] {logging_mixin.py:188} INFO - Fetching: Appleton, Wisconsin
[2025-10-21T20:11:12.468+0000] {logging_mixin.py:188} INFO - Fetching: Eau Claire, Wisconsin
[2025-10-21T20:11:14.758+0000] {logging_mixin.py:188} INFO - Fetching: Janesville, Wisconsin
[2025-10-21T20:11:17.112+0000] {logging_mixin.py:188} INFO - Fetching: La Crosse, Wisconsin
[2025-10-21T20:11:19.358+0000] {logging_mixin.py:188} INFO - Fetching: Oshkosh, Wisconsin
[2025-10-21T20:11:21.592+0000] {python.py:237} INFO - Done. Returned value was: None
[2025-10-21T20:11:21.643+0000] {taskinstance.py:441} INFO - ::group::Post task execution logs
[2025-10-21T20:11:22.051+0000] {taskinstance.py:1206} INFO - Marking task as SUCCESS. dag_id=airbnb_etl_pipeline, task_id=extract_airbnb_forsale, run_id=manual__2025-10-21T19:57:05.716903+00:00, execution_date=20251021T195705, start_date=20251021T195707, end_date=20251021T201122
[2025-10-21T20:11:22.341+0000] {local_task_job_runner.py:240} INFO - Task exited with return code 0
[2025-10-21T20:11:22.646+0000] {taskinstance.py:3503} INFO - 1 downstream tasks scheduled from follow-on schedule check
[2025-10-21T20:11:22.654+0000] {local_task_job_runner.py:222} INFO - ::endgroup::
