[2025-10-21T17:45:46.527+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-10-21T17:45:46.551+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: airbnb_etl_pipeline.extract_airbnb_forsale manual__2025-10-21T17:45:45.179461+00:00 [queued]>
[2025-10-21T17:45:46.566+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: airbnb_etl_pipeline.extract_airbnb_forsale manual__2025-10-21T17:45:45.179461+00:00 [queued]>
[2025-10-21T17:45:46.567+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2025-10-21T17:45:46.582+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): extract_airbnb_forsale> on 2025-10-21 17:45:45.179461+00:00
[2025-10-21T17:45:46.591+0000] {standard_task_runner.py:63} INFO - Started process 217 to run task
[2025-10-21T17:45:46.595+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'airbnb_etl_pipeline', 'extract_airbnb_forsale', 'manual__2025-10-21T17:45:45.179461+00:00', '--job-id', '15', '--raw', '--subdir', 'DAGS_FOLDER/airbnb_etl_dag.py', '--cfg-path', '/tmp/tmpt6scvs38']
[2025-10-21T17:45:46.598+0000] {standard_task_runner.py:91} INFO - Job 15: Subtask extract_airbnb_forsale
[2025-10-21T17:45:46.674+0000] {task_command.py:426} INFO - Running <TaskInstance: airbnb_etl_pipeline.extract_airbnb_forsale manual__2025-10-21T17:45:45.179461+00:00 [running]> on host 7b5c622c061b
[2025-10-21T17:45:46.769+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='airbnb_etl_pipeline' AIRFLOW_CTX_TASK_ID='extract_airbnb_forsale' AIRFLOW_CTX_EXECUTION_DATE='2025-10-21T17:45:45.179461+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-10-21T17:45:45.179461+00:00'
[2025-10-21T17:45:46.772+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-10-21T17:45:46.785+0000] {logging_mixin.py:188} INFO - Fetching: Orlando, Florida
[2025-10-21T17:53:10.094+0000] {logging_mixin.py:188} INFO - Fetching: Ardmore, Oklahoma
[2025-10-21T17:53:34.319+0000] {logging_mixin.py:188} INFO - Fetching: Newark, New Jersey
[2025-10-21T17:53:35.827+0000] {logging_mixin.py:188} INFO - Fetching: Jersey City, New Jersey
[2025-10-21T17:53:37.174+0000] {logging_mixin.py:188} INFO - Fetching: Atlantic City, New Jersey
[2025-10-21T17:53:38.620+0000] {logging_mixin.py:188} INFO - Fetching: Trenton, New Jersey
[2025-10-21T17:54:03.535+0000] {logging_mixin.py:188} INFO - Fetching: Paterson, New Jersey
[2025-10-21T17:54:04.960+0000] {logging_mixin.py:188} INFO - Fetching: Camden, New Jersey
[2025-10-21T17:54:06.465+0000] {logging_mixin.py:188} INFO - Fetching: Hoboken, New Jersey
[2025-10-21T17:54:07.879+0000] {logging_mixin.py:188} INFO - Fetching: Princeton, New Jersey
[2025-10-21T17:54:09.283+0000] {logging_mixin.py:188} INFO - Fetching: Middletown, New Jersey
[2025-10-21T17:54:10.681+0000] {logging_mixin.py:188} INFO - Fetching: Cherry Hill, New Jersey
[2025-10-21T17:54:12.020+0000] {logging_mixin.py:188} INFO - Fetching: Louisville, Kentucky
[2025-10-21T17:54:13.461+0000] {logging_mixin.py:188} INFO - Fetching: Lexington, Kentucky
[2025-10-21T17:54:14.856+0000] {logging_mixin.py:188} INFO - Fetching: Bowling Green, Kentucky
[2025-10-21T17:54:16.222+0000] {logging_mixin.py:188} INFO - Fetching: Owensboro, Kentucky
[2025-10-21T17:54:17.598+0000] {logging_mixin.py:188} INFO - Fetching: Frankfort, Kentucky
[2025-10-21T17:54:18.981+0000] {logging_mixin.py:188} INFO - Fetching: Paducah, Kentucky
[2025-10-21T17:54:20.387+0000] {logging_mixin.py:188} INFO - Fetching: Covington, Kentucky
[2025-10-21T17:54:21.864+0000] {logging_mixin.py:188} INFO - Fetching: Elizabethtown, Kentucky
[2025-10-21T17:54:23.229+0000] {logging_mixin.py:188} INFO - Fetching: Richmond, Kentucky
[2025-10-21T17:54:24.591+0000] {logging_mixin.py:188} INFO - Fetching: Hopkinsville, Kentucky
[2025-10-21T17:54:26.028+0000] {logging_mixin.py:188} INFO - Fetching: Wichita, Kansas
[2025-10-21T17:54:27.500+0000] {logging_mixin.py:188} INFO - Fetching: Topeka, Kansas
[2025-10-21T17:54:28.851+0000] {logging_mixin.py:188} INFO - Fetching: Kansas City, Kansas
[2025-10-21T17:54:30.325+0000] {logging_mixin.py:188} INFO - Fetching: Olathe, Kansas
[2025-10-21T17:54:31.957+0000] {logging_mixin.py:188} INFO - Fetching: Overland Park, Kansas
[2025-10-21T17:54:33.370+0000] {logging_mixin.py:188} INFO - Fetching: Lawrence, Kansas
[2025-10-21T17:54:34.867+0000] {logging_mixin.py:188} INFO - Fetching: Manhattan, Kansas
[2025-10-21T17:54:36.443+0000] {logging_mixin.py:188} INFO - Fetching: Hutchinson, Kansas
[2025-10-21T17:54:37.966+0000] {logging_mixin.py:188} INFO - Fetching: Salina, Kansas
[2025-10-21T17:54:39.422+0000] {logging_mixin.py:188} INFO - Fetching: Dodge City, Kansas
[2025-10-21T17:54:40.928+0000] {logging_mixin.py:188} INFO - Fetching: New Orleans, Louisiana
[2025-10-21T17:54:42.678+0000] {logging_mixin.py:188} INFO - Fetching: Baton Rouge, Louisiana
[2025-10-21T17:54:44.061+0000] {logging_mixin.py:188} INFO - Fetching: Shreveport, Louisiana
[2025-10-21T17:54:45.493+0000] {logging_mixin.py:188} INFO - Fetching: Lafayette, Louisiana
[2025-10-21T17:54:46.908+0000] {logging_mixin.py:188} INFO - Fetching: Lake Charles, Louisiana
[2025-10-21T17:54:48.349+0000] {logging_mixin.py:188} INFO - Fetching: Monroe, Louisiana
[2025-10-21T17:54:49.809+0000] {logging_mixin.py:188} INFO - Fetching: Alexandria, Louisiana
[2025-10-21T17:54:51.282+0000] {logging_mixin.py:188} INFO - Fetching: Hammond, Louisiana
[2025-10-21T17:54:52.768+0000] {logging_mixin.py:188} INFO - Fetching: Natchitoches, Louisiana
[2025-10-21T17:54:54.171+0000] {logging_mixin.py:188} INFO - Fetching: Slidell, Louisiana
[2025-10-21T17:54:55.573+0000] {logging_mixin.py:188} INFO - Fetching: Portland, Maine
[2025-10-21T17:54:56.946+0000] {logging_mixin.py:188} INFO - Fetching: Augusta, Maine
[2025-10-21T17:54:58.326+0000] {logging_mixin.py:188} INFO - Fetching: Bangor, Maine
[2025-10-21T17:54:59.850+0000] {logging_mixin.py:188} INFO - Fetching: Bar Harbor, Maine
[2025-10-21T17:55:02.164+0000] {logging_mixin.py:188} INFO - Fetching: Brunswick, Maine
[2025-10-21T17:55:04.284+0000] {logging_mixin.py:188} INFO - Fetching: Lewiston, Maine
[2025-10-21T17:55:05.747+0000] {logging_mixin.py:188} INFO - Fetching: Auburn, Maine
[2025-10-21T17:55:07.138+0000] {logging_mixin.py:188} INFO - Fetching: Rockland, Maine
[2025-10-21T17:55:08.633+0000] {logging_mixin.py:188} INFO - Fetching: Camden, Maine
[2025-10-21T17:55:10.081+0000] {logging_mixin.py:188} INFO - Fetching: Kennebunkport, Maine
[2025-10-21T17:55:11.500+0000] {logging_mixin.py:188} INFO - Fetching: Baltimore, Maryland
[2025-10-21T17:55:12.829+0000] {logging_mixin.py:188} INFO - Fetching: Annapolis, Maryland
[2025-10-21T17:55:14.214+0000] {logging_mixin.py:188} INFO - Fetching: Frederick, Maryland
[2025-10-21T17:55:15.600+0000] {logging_mixin.py:188} INFO - Fetching: Rockville, Maryland
[2025-10-21T17:55:17.092+0000] {logging_mixin.py:188} INFO - Fetching: Gaithersburg, Maryland
[2025-10-21T17:55:18.527+0000] {logging_mixin.py:188} INFO - Fetching: Silver Spring, Maryland
[2025-10-21T17:55:19.985+0000] {logging_mixin.py:188} INFO - Fetching: Ocean City, Maryland
[2025-10-21T17:55:21.437+0000] {logging_mixin.py:188} INFO - Fetching: Bethesda, Maryland
[2025-10-21T17:55:22.866+0000] {logging_mixin.py:188} INFO - Fetching: Hagerstown, Maryland
[2025-10-21T17:55:24.378+0000] {logging_mixin.py:188} INFO - Fetching: College Park, Maryland
[2025-10-21T17:55:25.939+0000] {logging_mixin.py:188} INFO - Fetching: Boston, Massachusetts
[2025-10-21T17:55:27.342+0000] {logging_mixin.py:188} INFO - Fetching: Worcester, Massachusetts
[2025-10-21T17:55:28.719+0000] {logging_mixin.py:188} INFO - Fetching: Springfield, Massachusetts
[2025-10-21T17:55:30.107+0000] {logging_mixin.py:188} INFO - Fetching: Cambridge, Massachusetts
[2025-10-21T17:55:31.545+0000] {logging_mixin.py:188} INFO - Fetching: Lowell, Massachusetts
[2025-10-21T17:55:32.949+0000] {logging_mixin.py:188} INFO - Fetching: Salem, Massachusetts
[2025-10-21T17:55:34.439+0000] {logging_mixin.py:188} INFO - Fetching: New Bedford, Massachusetts
[2025-10-21T17:55:35.897+0000] {logging_mixin.py:188} INFO - Fetching: Plymouth, Massachusetts
[2025-10-21T17:55:37.320+0000] {logging_mixin.py:188} INFO - Fetching: Gloucester, Massachusetts
[2025-10-21T17:55:38.765+0000] {logging_mixin.py:188} INFO - Fetching: Quincy, Massachusetts
[2025-10-21T17:55:40.121+0000] {logging_mixin.py:188} INFO - Fetching: Denver, Colorado
[2025-10-21T17:55:41.465+0000] {logging_mixin.py:188} INFO - Fetching: Colorado Springs, Colorado
[2025-10-21T17:55:42.984+0000] {logging_mixin.py:188} INFO - Fetching: Boulder, Colorado
[2025-10-21T17:55:44.275+0000] {logging_mixin.py:188} INFO - Fetching: Fort Collins, Colorado
[2025-10-21T17:55:46.005+0000] {logging_mixin.py:188} INFO - Fetching: Aspen, Colorado
[2025-10-21T17:55:47.432+0000] {logging_mixin.py:188} INFO - Fetching: Vail, Colorado
[2025-10-21T17:55:49.001+0000] {logging_mixin.py:188} INFO - Fetching: Breckenridge, Colorado
[2025-10-21T17:55:50.454+0000] {logging_mixin.py:188} INFO - Fetching: Durango, Colorado
[2025-10-21T17:55:51.864+0000] {logging_mixin.py:188} INFO - Fetching: Grand Junction, Colorado
[2025-10-21T17:55:53.403+0000] {logging_mixin.py:188} INFO - Fetching: Pueblo, Colorado
[2025-10-21T17:55:55.011+0000] {logging_mixin.py:188} INFO - Fetching: Anchorage, Alaska
[2025-10-21T17:55:56.665+0000] {logging_mixin.py:188} INFO - Fetching: Juneau, Alaska
[2025-10-21T17:55:58.066+0000] {logging_mixin.py:188} INFO - Fetching: Fairbanks, Alaska
[2025-10-21T17:55:59.859+0000] {logging_mixin.py:188} INFO - Fetching: Seward, Alaska
[2025-10-21T17:56:01.323+0000] {logging_mixin.py:188} INFO - Fetching: Sitka, Alaska
[2025-10-21T17:56:02.734+0000] {logging_mixin.py:188} INFO - Fetching: Ketchikan, Alaska
[2025-10-21T17:56:04.336+0000] {logging_mixin.py:188} INFO - Fetching: Homer, Alaska
[2025-10-21T17:56:05.793+0000] {logging_mixin.py:188} INFO - Fetching: Palmer, Alaska
[2025-10-21T17:56:07.516+0000] {logging_mixin.py:188} INFO - Fetching: Wasilla, Alaska
[2025-10-21T17:56:08.847+0000] {logging_mixin.py:188} INFO - Fetching: Kenai, Alaska
[2025-10-21T17:56:10.179+0000] {logging_mixin.py:188} INFO - Fetching: Birmingham, Alabama
[2025-10-21T17:56:11.537+0000] {logging_mixin.py:188} INFO - Fetching: Montgomery, Alabama
[2025-10-21T17:56:13.431+0000] {logging_mixin.py:188} INFO - Fetching: Mobile, Alabama
[2025-10-21T17:56:35.532+0000] {logging_mixin.py:188} INFO - Fetching: Huntsville, Alabama
[2025-10-21T17:56:37.057+0000] {logging_mixin.py:188} INFO - Fetching: Tuscaloosa, Alabama
[2025-10-21T17:56:38.599+0000] {logging_mixin.py:188} INFO - Fetching: Auburn, Alabama
[2025-10-21T17:56:40.065+0000] {logging_mixin.py:188} INFO - Fetching: Florence, Alabama
[2025-10-21T17:56:41.514+0000] {logging_mixin.py:188} INFO - Fetching: Gulf Shores, Alabama
[2025-10-21T17:56:43.527+0000] {logging_mixin.py:188} INFO - Fetching: Hoover, Alabama
[2025-10-21T17:56:45.319+0000] {logging_mixin.py:188} INFO - Fetching: Dothan, Alabama
[2025-10-21T17:56:46.737+0000] {logging_mixin.py:188} INFO - Fetching: Little Rock, Arkansas
[2025-10-21T17:56:48.115+0000] {logging_mixin.py:188} INFO - Fetching: Fayetteville, Arkansas
[2025-10-21T17:56:49.506+0000] {logging_mixin.py:188} INFO - Fetching: Bentonville, Arkansas
[2025-10-21T17:56:51.535+0000] {logging_mixin.py:188} INFO - Fetching: Hot Springs, Arkansas
[2025-10-21T17:56:52.971+0000] {logging_mixin.py:188} INFO - Fetching: Fort Smith, Arkansas
[2025-10-21T17:56:54.469+0000] {logging_mixin.py:188} INFO - Fetching: Jonesboro, Arkansas
[2025-10-21T17:56:55.889+0000] {logging_mixin.py:188} INFO - Fetching: Conway, Arkansas
[2025-10-21T17:56:57.434+0000] {logging_mixin.py:188} INFO - Fetching: Springdale, Arkansas
[2025-10-21T17:56:59.082+0000] {logging_mixin.py:188} INFO - Fetching: Pine Bluff, Arkansas
[2025-10-21T17:57:00.746+0000] {logging_mixin.py:188} INFO - Fetching: Rogers, Arkansas
[2025-10-21T17:57:02.134+0000] {logging_mixin.py:188} INFO - Fetching: Manchester, New Hampshire
[2025-10-21T17:57:03.569+0000] {logging_mixin.py:188} INFO - Fetching: Nashua, New Hampshire
[2025-10-21T17:57:04.928+0000] {logging_mixin.py:188} INFO - Fetching: Concord, New Hampshire
[2025-10-21T17:57:06.499+0000] {logging_mixin.py:188} INFO - Fetching: Portsmouth, New Hampshire
[2025-10-21T17:57:07.859+0000] {logging_mixin.py:188} INFO - Fetching: Dover, New Hampshire
[2025-10-21T17:57:09.251+0000] {logging_mixin.py:188} INFO - Fetching: Keene, New Hampshire
[2025-10-21T17:57:10.658+0000] {logging_mixin.py:188} INFO - Fetching: Hanover, New Hampshire
[2025-10-21T17:57:12.080+0000] {logging_mixin.py:188} INFO - Fetching: Lebanon, New Hampshire
[2025-10-21T17:57:13.483+0000] {logging_mixin.py:188} INFO - Fetching: Exeter, New Hampshire
[2025-10-21T17:57:14.929+0000] {logging_mixin.py:188} INFO - Fetching: Claremont, New Hampshire
[2025-10-21T17:57:16.345+0000] {logging_mixin.py:188} INFO - Fetching: Milwaukee, Wisconsin
[2025-10-21T17:57:31.777+0000] {logging_mixin.py:188} INFO - Fetching: Madison, Wisconsin
[2025-10-21T17:57:33.127+0000] {logging_mixin.py:188} INFO - Fetching: Green Bay, Wisconsin
[2025-10-21T17:57:34.455+0000] {logging_mixin.py:188} INFO - Fetching: Kenosha, Wisconsin
[2025-10-21T17:57:35.898+0000] {logging_mixin.py:188} INFO - Fetching: Racine, Wisconsin
[2025-10-21T17:57:37.436+0000] {logging_mixin.py:188} INFO - Fetching: Appleton, Wisconsin
[2025-10-21T17:57:38.836+0000] {logging_mixin.py:188} INFO - Fetching: Eau Claire, Wisconsin
[2025-10-21T17:57:40.350+0000] {logging_mixin.py:188} INFO - Fetching: Janesville, Wisconsin
[2025-10-21T17:57:41.852+0000] {logging_mixin.py:188} INFO - Fetching: La Crosse, Wisconsin
[2025-10-21T17:57:43.513+0000] {logging_mixin.py:188} INFO - Fetching: Oshkosh, Wisconsin
[2025-10-21T17:57:44.844+0000] {python.py:237} INFO - Done. Returned value was: None
[2025-10-21T17:57:44.909+0000] {taskinstance.py:441} INFO - ::group::Post task execution logs
[2025-10-21T17:57:45.172+0000] {taskinstance.py:1206} INFO - Marking task as SUCCESS. dag_id=airbnb_etl_pipeline, task_id=extract_airbnb_forsale, run_id=manual__2025-10-21T17:45:45.179461+00:00, execution_date=20251021T174545, start_date=20251021T174546, end_date=20251021T175745
[2025-10-21T17:57:45.357+0000] {local_task_job_runner.py:240} INFO - Task exited with return code 0
[2025-10-21T17:57:45.562+0000] {taskinstance.py:3503} INFO - 1 downstream tasks scheduled from follow-on schedule check
[2025-10-21T17:57:45.567+0000] {local_task_job_runner.py:222} INFO - ::endgroup::
