[2025-10-21T19:20:36.801+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-10-21T19:20:36.857+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: airbnb_etl_pipeline.extract_airbnb_forsale manual__2025-10-21T19:20:31.904533+00:00 [queued]>
[2025-10-21T19:20:36.870+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: airbnb_etl_pipeline.extract_airbnb_forsale manual__2025-10-21T19:20:31.904533+00:00 [queued]>
[2025-10-21T19:20:36.872+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2025-10-21T19:20:36.896+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): extract_airbnb_forsale> on 2025-10-21 19:20:31.904533+00:00
[2025-10-21T19:20:36.917+0000] {standard_task_runner.py:63} INFO - Started process 184 to run task
[2025-10-21T19:20:36.926+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'airbnb_etl_pipeline', 'extract_airbnb_forsale', 'manual__2025-10-21T19:20:31.904533+00:00', '--job-id', '22', '--raw', '--subdir', 'DAGS_FOLDER/airbnb_etl_dag.py', '--cfg-path', '/tmp/tmphfmxyj_o']
[2025-10-21T19:20:36.933+0000] {standard_task_runner.py:91} INFO - Job 22: Subtask extract_airbnb_forsale
[2025-10-21T19:20:37.083+0000] {task_command.py:426} INFO - Running <TaskInstance: airbnb_etl_pipeline.extract_airbnb_forsale manual__2025-10-21T19:20:31.904533+00:00 [running]> on host abb000c1ba76
[2025-10-21T19:20:37.307+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='airbnb_etl_pipeline' AIRFLOW_CTX_TASK_ID='extract_airbnb_forsale' AIRFLOW_CTX_EXECUTION_DATE='2025-10-21T19:20:31.904533+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-10-21T19:20:31.904533+00:00'
[2025-10-21T19:20:37.310+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-10-21T19:20:37.385+0000] {logging_mixin.py:188} INFO - Fetching: Orlando, Florida
[2025-10-21T19:30:38.724+0000] {logging_mixin.py:188} INFO - Fetching: Jersey City, New Jersey
[2025-10-21T19:30:41.580+0000] {logging_mixin.py:188} INFO - Fetching: Atlantic City, New Jersey
[2025-10-21T19:30:43.020+0000] {logging_mixin.py:188} INFO - Fetching: Trenton, New Jersey
[2025-10-21T19:30:45.196+0000] {logging_mixin.py:188} INFO - Fetching: Paterson, New Jersey
[2025-10-21T19:30:47.977+0000] {logging_mixin.py:188} INFO - Fetching: Camden, New Jersey
[2025-10-21T19:30:50.264+0000] {logging_mixin.py:188} INFO - Fetching: Hoboken, New Jersey
[2025-10-21T19:30:52.385+0000] {logging_mixin.py:188} INFO - Fetching: Princeton, New Jersey
[2025-10-21T19:30:54.266+0000] {logging_mixin.py:188} INFO - Fetching: Middletown, New Jersey
[2025-10-21T19:30:56.271+0000] {logging_mixin.py:188} INFO - Fetching: Cherry Hill, New Jersey
[2025-10-21T19:30:58.515+0000] {logging_mixin.py:188} INFO - Fetching: Louisville, Kentucky
[2025-10-21T19:31:00.839+0000] {logging_mixin.py:188} INFO - Fetching: Lexington, Kentucky
[2025-10-21T19:31:02.331+0000] {logging_mixin.py:188} INFO - Fetching: Bowling Green, Kentucky
[2025-10-21T19:31:04.713+0000] {logging_mixin.py:188} INFO - Fetching: Owensboro, Kentucky
[2025-10-21T19:31:07.073+0000] {logging_mixin.py:188} INFO - Fetching: Frankfort, Kentucky
[2025-10-21T19:31:09.558+0000] {logging_mixin.py:188} INFO - Fetching: Paducah, Kentucky
[2025-10-21T19:31:11.023+0000] {logging_mixin.py:188} INFO - Fetching: Covington, Kentucky
[2025-10-21T19:31:12.535+0000] {logging_mixin.py:188} INFO - Fetching: Elizabethtown, Kentucky
[2025-10-21T19:31:14.966+0000] {logging_mixin.py:188} INFO - Fetching: Richmond, Kentucky
[2025-10-21T19:31:17.187+0000] {logging_mixin.py:188} INFO - Fetching: Hopkinsville, Kentucky
[2025-10-21T19:31:19.567+0000] {logging_mixin.py:188} INFO - Fetching: Wichita, Kansas
[2025-10-21T19:31:21.688+0000] {logging_mixin.py:188} INFO - Fetching: Topeka, Kansas
[2025-10-21T19:31:50.945+0000] {logging_mixin.py:188} INFO - Fetching: Kansas City, Kansas
[2025-10-21T19:31:52.335+0000] {logging_mixin.py:188} INFO - Fetching: Olathe, Kansas
[2025-10-21T19:31:54.603+0000] {logging_mixin.py:188} INFO - Fetching: Overland Park, Kansas
[2025-10-21T19:31:56.985+0000] {logging_mixin.py:188} INFO - Fetching: Lawrence, Kansas
[2025-10-21T19:31:58.474+0000] {logging_mixin.py:188} INFO - Fetching: Manhattan, Kansas
[2025-10-21T19:32:00.005+0000] {logging_mixin.py:188} INFO - Fetching: Hutchinson, Kansas
[2025-10-21T19:32:02.328+0000] {logging_mixin.py:188} INFO - Fetching: Salina, Kansas
[2025-10-21T19:32:04.704+0000] {logging_mixin.py:188} INFO - Fetching: Dodge City, Kansas
[2025-10-21T19:32:06.238+0000] {logging_mixin.py:188} INFO - Fetching: New Orleans, Louisiana
[2025-10-21T19:32:08.477+0000] {logging_mixin.py:188} INFO - Fetching: Baton Rouge, Louisiana
[2025-10-21T19:32:10.724+0000] {logging_mixin.py:188} INFO - Fetching: Shreveport, Louisiana
[2025-10-21T19:32:12.092+0000] {logging_mixin.py:188} INFO - Fetching: Lafayette, Louisiana
[2025-10-21T19:32:13.485+0000] {logging_mixin.py:188} INFO - Fetching: Lake Charles, Louisiana
[2025-10-21T19:32:15.775+0000] {logging_mixin.py:188} INFO - Fetching: Monroe, Louisiana
[2025-10-21T19:32:17.972+0000] {logging_mixin.py:188} INFO - Fetching: Alexandria, Louisiana
[2025-10-21T19:32:20.183+0000] {logging_mixin.py:188} INFO - Fetching: Hammond, Louisiana
[2025-10-21T19:32:22.383+0000] {logging_mixin.py:188} INFO - Fetching: Natchitoches, Louisiana
[2025-10-21T19:32:24.734+0000] {logging_mixin.py:188} INFO - Fetching: Slidell, Louisiana
[2025-10-21T19:32:26.926+0000] {logging_mixin.py:188} INFO - Fetching: Portland, Maine
[2025-10-21T19:32:29.207+0000] {logging_mixin.py:188} INFO - Fetching: Augusta, Maine
[2025-10-21T19:32:31.428+0000] {logging_mixin.py:188} INFO - Fetching: Bangor, Maine
[2025-10-21T19:32:33.750+0000] {logging_mixin.py:188} INFO - Fetching: Bar Harbor, Maine
[2025-10-21T19:32:36.029+0000] {logging_mixin.py:188} INFO - Fetching: Brunswick, Maine
[2025-10-21T19:32:38.288+0000] {logging_mixin.py:188} INFO - Fetching: Lewiston, Maine
[2025-10-21T19:32:40.578+0000] {logging_mixin.py:188} INFO - Fetching: Auburn, Maine
[2025-10-21T19:32:42.974+0000] {logging_mixin.py:188} INFO - Fetching: Rockland, Maine
[2025-10-21T19:32:44.340+0000] {logging_mixin.py:188} INFO - Fetching: Camden, Maine
[2025-10-21T19:32:46.628+0000] {logging_mixin.py:188} INFO - Fetching: Kennebunkport, Maine
[2025-10-21T19:32:48.951+0000] {logging_mixin.py:188} INFO - Fetching: Baltimore, Maryland
[2025-10-21T19:32:50.478+0000] {logging_mixin.py:188} INFO - Fetching: Annapolis, Maryland
[2025-10-21T19:32:52.833+0000] {logging_mixin.py:188} INFO - Fetching: Frederick, Maryland
[2025-10-21T19:32:55.655+0000] {logging_mixin.py:188} INFO - Fetching: Rockville, Maryland
[2025-10-21T19:32:57.878+0000] {logging_mixin.py:188} INFO - Fetching: Gaithersburg, Maryland
[2025-10-21T19:33:00.220+0000] {logging_mixin.py:188} INFO - Fetching: Silver Spring, Maryland
[2025-10-21T19:33:02.501+0000] {logging_mixin.py:188} INFO - Fetching: Ocean City, Maryland
[2025-10-21T19:33:04.928+0000] {logging_mixin.py:188} INFO - Fetching: Bethesda, Maryland
[2025-10-21T19:33:07.200+0000] {logging_mixin.py:188} INFO - Fetching: Hagerstown, Maryland
[2025-10-21T19:33:09.536+0000] {logging_mixin.py:188} INFO - Fetching: College Park, Maryland
[2025-10-21T19:33:11.745+0000] {logging_mixin.py:188} INFO - Fetching: Boston, Massachusetts
[2025-10-21T19:33:15.561+0000] {logging_mixin.py:188} INFO - Fetching: Worcester, Massachusetts
[2025-10-21T19:33:17.785+0000] {logging_mixin.py:188} INFO - Fetching: Springfield, Massachusetts
[2025-10-21T19:33:20.095+0000] {logging_mixin.py:188} INFO - Fetching: Cambridge, Massachusetts
[2025-10-21T19:33:22.426+0000] {logging_mixin.py:188} INFO - Fetching: Lowell, Massachusetts
[2025-10-21T19:33:24.805+0000] {logging_mixin.py:188} INFO - Fetching: Salem, Massachusetts
[2025-10-21T19:33:27.123+0000] {logging_mixin.py:188} INFO - Fetching: New Bedford, Massachusetts
[2025-10-21T19:33:29.395+0000] {logging_mixin.py:188} INFO - Fetching: Plymouth, Massachusetts
[2025-10-21T19:33:31.732+0000] {logging_mixin.py:188} INFO - Fetching: Gloucester, Massachusetts
[2025-10-21T19:33:34.006+0000] {logging_mixin.py:188} INFO - Fetching: Quincy, Massachusetts
[2025-10-21T19:33:36.284+0000] {logging_mixin.py:188} INFO - Fetching: Denver, Colorado
[2025-10-21T19:33:38.495+0000] {logging_mixin.py:188} INFO - Fetching: Colorado Springs, Colorado
[2025-10-21T19:33:41.325+0000] {logging_mixin.py:188} INFO - Fetching: Boulder, Colorado
[2025-10-21T19:33:43.505+0000] {logging_mixin.py:188} INFO - Fetching: Fort Collins, Colorado
[2025-10-21T19:33:45.687+0000] {logging_mixin.py:188} INFO - Fetching: Aspen, Colorado
[2025-10-21T19:33:47.890+0000] {logging_mixin.py:188} INFO - Fetching: Vail, Colorado
[2025-10-21T19:33:50.075+0000] {logging_mixin.py:188} INFO - Fetching: Breckenridge, Colorado
[2025-10-21T19:33:52.261+0000] {logging_mixin.py:188} INFO - Fetching: Durango, Colorado
[2025-10-21T19:33:54.529+0000] {logging_mixin.py:188} INFO - Fetching: Grand Junction, Colorado
[2025-10-21T19:33:56.830+0000] {logging_mixin.py:188} INFO - Fetching: Pueblo, Colorado
[2025-10-21T19:33:59.170+0000] {logging_mixin.py:188} INFO - Fetching: Anchorage, Alaska
[2025-10-21T19:34:01.332+0000] {logging_mixin.py:188} INFO - Fetching: Juneau, Alaska
[2025-10-21T19:34:03.516+0000] {logging_mixin.py:188} INFO - Fetching: Fairbanks, Alaska
[2025-10-21T19:34:05.792+0000] {logging_mixin.py:188} INFO - Fetching: Seward, Alaska
[2025-10-21T19:34:08.026+0000] {logging_mixin.py:188} INFO - Fetching: Sitka, Alaska
[2025-10-21T19:34:10.207+0000] {logging_mixin.py:188} INFO - Fetching: Ketchikan, Alaska
[2025-10-21T19:34:12.362+0000] {logging_mixin.py:188} INFO - Fetching: Homer, Alaska
[2025-10-21T19:34:14.473+0000] {logging_mixin.py:188} INFO - Fetching: Palmer, Alaska
[2025-10-21T19:34:16.655+0000] {logging_mixin.py:188} INFO - Fetching: Wasilla, Alaska
[2025-10-21T19:34:18.797+0000] {logging_mixin.py:188} INFO - Fetching: Kenai, Alaska
[2025-10-21T19:34:20.887+0000] {logging_mixin.py:188} INFO - Fetching: Birmingham, Alabama
[2025-10-21T19:34:23.167+0000] {logging_mixin.py:188} INFO - Fetching: Montgomery, Alabama
[2025-10-21T19:34:25.442+0000] {logging_mixin.py:188} INFO - Fetching: Mobile, Alabama
[2025-10-21T19:34:27.705+0000] {logging_mixin.py:188} INFO - Fetching: Huntsville, Alabama
[2025-10-21T19:34:29.917+0000] {logging_mixin.py:188} INFO - Fetching: Tuscaloosa, Alabama
[2025-10-21T19:34:55.316+0000] {logging_mixin.py:188} INFO - Fetching: Auburn, Alabama
[2025-10-21T19:34:58.860+0000] {logging_mixin.py:188} INFO - Fetching: Florence, Alabama
[2025-10-21T19:35:02.181+0000] {logging_mixin.py:188} INFO - Fetching: Gulf Shores, Alabama
[2025-10-21T19:35:05.807+0000] {logging_mixin.py:188} INFO - Fetching: Hoover, Alabama
[2025-10-21T19:35:10.856+0000] {logging_mixin.py:188} INFO - Fetching: Dothan, Alabama
[2025-10-21T19:35:17.900+0000] {logging_mixin.py:188} INFO - Fetching: Little Rock, Arkansas
[2025-10-21T19:35:20.444+0000] {logging_mixin.py:188} INFO - Fetching: Fayetteville, Arkansas
[2025-10-21T19:35:23.424+0000] {logging_mixin.py:188} INFO - Fetching: Bentonville, Arkansas
[2025-10-21T19:35:25.641+0000] {logging_mixin.py:188} INFO - Fetching: Hot Springs, Arkansas
[2025-10-21T19:35:29.498+0000] {logging_mixin.py:188} INFO - Fetching: Fort Smith, Arkansas
[2025-10-21T19:35:31.958+0000] {logging_mixin.py:188} INFO - Fetching: Jonesboro, Arkansas
[2025-10-21T19:35:34.397+0000] {logging_mixin.py:188} INFO - Fetching: Conway, Arkansas
[2025-10-21T19:35:36.682+0000] {logging_mixin.py:188} INFO - Fetching: Springdale, Arkansas
[2025-10-21T19:35:38.929+0000] {logging_mixin.py:188} INFO - Fetching: Pine Bluff, Arkansas
[2025-10-21T19:35:41.529+0000] {logging_mixin.py:188} INFO - Fetching: Rogers, Arkansas
[2025-10-21T19:35:43.902+0000] {logging_mixin.py:188} INFO - Fetching: Manchester, New Hampshire
[2025-10-21T19:35:46.063+0000] {logging_mixin.py:188} INFO - Fetching: Nashua, New Hampshire
[2025-10-21T19:35:48.213+0000] {logging_mixin.py:188} INFO - Fetching: Concord, New Hampshire
[2025-10-21T19:35:50.908+0000] {logging_mixin.py:188} INFO - Fetching: Portsmouth, New Hampshire
[2025-10-21T19:35:53.170+0000] {logging_mixin.py:188} INFO - Fetching: Dover, New Hampshire
[2025-10-21T19:35:55.541+0000] {logging_mixin.py:188} INFO - Fetching: Keene, New Hampshire
[2025-10-21T19:35:57.855+0000] {logging_mixin.py:188} INFO - Fetching: Hanover, New Hampshire
[2025-10-21T19:36:00.177+0000] {logging_mixin.py:188} INFO - Fetching: Lebanon, New Hampshire
[2025-10-21T19:36:02.474+0000] {logging_mixin.py:188} INFO - Fetching: Exeter, New Hampshire
[2025-10-21T19:36:04.788+0000] {logging_mixin.py:188} INFO - Fetching: Claremont, New Hampshire
[2025-10-21T19:36:07.348+0000] {logging_mixin.py:188} INFO - Fetching: Milwaukee, Wisconsin
[2025-10-21T19:36:09.695+0000] {logging_mixin.py:188} INFO - Fetching: Madison, Wisconsin
[2025-10-21T19:36:12.530+0000] {logging_mixin.py:188} INFO - Fetching: Green Bay, Wisconsin
[2025-10-21T19:36:14.918+0000] {logging_mixin.py:188} INFO - Fetching: Kenosha, Wisconsin
[2025-10-21T19:36:17.436+0000] {logging_mixin.py:188} INFO - Fetching: Racine, Wisconsin
[2025-10-21T19:36:19.902+0000] {logging_mixin.py:188} INFO - Fetching: Appleton, Wisconsin
[2025-10-21T19:36:23.157+0000] {logging_mixin.py:188} INFO - Fetching: Eau Claire, Wisconsin
[2025-10-21T19:36:25.621+0000] {logging_mixin.py:188} INFO - Fetching: Janesville, Wisconsin
[2025-10-21T19:36:27.934+0000] {logging_mixin.py:188} INFO - Fetching: La Crosse, Wisconsin
[2025-10-21T19:36:30.269+0000] {logging_mixin.py:188} INFO - Fetching: Oshkosh, Wisconsin
[2025-10-21T19:36:32.619+0000] {python.py:237} INFO - Done. Returned value was: None
[2025-10-21T19:36:32.701+0000] {taskinstance.py:441} INFO - ::group::Post task execution logs
[2025-10-21T19:36:33.014+0000] {taskinstance.py:1206} INFO - Marking task as SUCCESS. dag_id=airbnb_etl_pipeline, task_id=extract_airbnb_forsale, run_id=manual__2025-10-21T19:20:31.904533+00:00, execution_date=20251021T192031, start_date=20251021T192036, end_date=20251021T193633
[2025-10-21T19:36:33.343+0000] {local_task_job_runner.py:240} INFO - Task exited with return code 0
[2025-10-21T19:36:33.573+0000] {taskinstance.py:3503} INFO - 1 downstream tasks scheduled from follow-on schedule check
[2025-10-21T19:36:33.578+0000] {local_task_job_runner.py:222} INFO - ::endgroup::
