2025-10-21 19:20:37.391 | PID:183 | TID123549303142208| API key not found in environment variables. Application may not function correctly.
2025-10-21 19:57:27.479 | PID:208 | TID139223009142592| ❌ Ann Arbor, Michigan failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:57:37.771 | PID:208 | TID139223009142592| ❌ Ocala, Florida failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:57:38.141 | PID:208 | TID139223009142592| ❌ Daytona Beach, Florida failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:57:38.487 | PID:208 | TID139223009142592| ❌ Fort Lauderdale, Florida failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:57:46.414 | PID:208 | TID139223009142592| ❌ Sarasota, Florida failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:57:49.147 | PID:208 | TID139223009142592| ❌ Destin, Florida failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:57:55.046 | PID:208 | TID139223009142592| ❌ Port St. Lucie, Florida failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:57:55.410 | PID:208 | TID139223009142592| ❌ Detroit, Michigan failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:57:58.603 | PID:208 | TID139223009142592| ❌ Flint, Michigan failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:57:59.052 | PID:208 | TID139223009142592| ❌ Kalamazoo, Michigan failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:57:59.451 | PID:208 | TID139223009142592| ❌ Battle Creek, Michigan failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:58:07.700 | PID:208 | TID139223009142592| ❌ Petoskey, Michigan failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:58:08.172 | PID:208 | TID139223009142592| ❌ Bay City, Michigan failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:58:13.312 | PID:208 | TID139223009142592| ❌ Savannah, Georgia failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:58:18.684 | PID:208 | TID139223009142592| ❌ Valdosta, Georgia failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:58:19.160 | PID:208 | TID139223009142592| ❌ Athens, Georgia failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:58:30.392 | PID:208 | TID139223009142592| ❌ Raleigh, North Carolina failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:58:33.810 | PID:208 | TID139223009142592| ❌ Greensboro, North Carolina failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:58:42.038 | PID:208 | TID139223009142592| ❌ Cary, North Carolina failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:58:47.365 | PID:208 | TID139223009142592| ❌ Houston, Texas failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:58:53.332 | PID:208 | TID139223009142592| ❌ El Paso, Texas failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:58:58.140 | PID:208 | TID139223009142592| ❌ Amarillo, Texas failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:59:03.597 | PID:208 | TID139223009142592| ❌ Denton, Texas failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:59:03.943 | PID:208 | TID139223009142592| ❌ Nashville, Tennessee failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:59:04.413 | PID:208 | TID139223009142592| ❌ Memphis, Tennessee failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:59:07.434 | PID:208 | TID139223009142592| ❌ Chattanooga, Tennessee failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:59:12.787 | PID:208 | TID139223009142592| ❌ Franklin, Tennessee failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:59:18.179 | PID:208 | TID139223009142592| ❌ Johnson City, Tennessee failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:59:21.021 | PID:208 | TID139223009142592| ❌ Springfield, Illinois failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:59:21.611 | PID:208 | TID139223009142592| ❌ Peoria, Illinois failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:59:38.359 | PID:208 | TID139223009142592| ❌ Bloomington, Illinois failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:59:43.679 | PID:208 | TID139223009142592| ❌ Decatur, Illinois failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:59:44.109 | PID:208 | TID139223009142592| ❌ Joliet, Illinois failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:59:44.488 | PID:208 | TID139223009142592| ❌ Phoenix, Arizona failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:59:54.116 | PID:208 | TID139223009142592| ❌ Flagstaff, Arizona failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:59:58.967 | PID:208 | TID139223009142592| ❌ Yuma, Arizona failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 19:59:59.349 | PID:208 | TID139223009142592| ❌ Glendale, Arizona failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:00:04.607 | PID:208 | TID139223009142592| ❌ Ogden, Utah failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:00:05.022 | PID:208 | TID139223009142592| ❌ Park City, Utah failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:00:05.467 | PID:208 | TID139223009142592| ❌ St. George, Utah failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:00:14.992 | PID:208 | TID139223009142592| ❌ Layton, Utah failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:00:15.368 | PID:208 | TID139223009142592| ❌ Portland, Oregon failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:00:18.024 | PID:208 | TID139223009142592| ❌ Salem, Oregon failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:00:21.172 | PID:208 | TID139223009142592| ❌ Medford, Oregon failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:00:24.412 | PID:208 | TID139223009142592| ❌ Ashland, Oregon failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:00:27.111 | PID:208 | TID139223009142592| ❌ Gresham, Oregon failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:00:29.978 | PID:208 | TID139223009142592| ❌ Billings, Montana failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:00:30.464 | PID:208 | TID139223009142592| ❌ Missoula, Montana failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:00:43.902 | PID:208 | TID139223009142592| ❌ Whitefish, Montana failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:00:44.431 | PID:208 | TID139223009142592| ❌ Livingston, Montana failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:00:47.135 | PID:208 | TID139223009142592| ❌ Las Vegas, Nevada failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:01:09.305 | PID:208 | TID139223009142592| ❌ Boulder City, Nevada failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:01:09.753 | PID:208 | TID139223009142592| ❌ Charleston, West Virginia failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:01:10.470 | PID:208 | TID139223009142592| ❌ Morgantown, West Virginia failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:01:30.645 | PID:208 | TID139223009142592| ❌ Fairmont, West Virginia failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:01:31.097 | PID:208 | TID139223009142592| ❌ Parkersburg, West Virginia failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:01:43.806 | PID:208 | TID139223009142592| ❌ Clarksburg, West Virginia failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:01:44.207 | PID:208 | TID139223009142592| ❌ Cheyenne, Wyoming failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:01:46.193 | PID:208 | TID139223009142592| ❌ Casper, Wyoming failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:01:46.622 | PID:208 | TID139223009142592| ❌ Jackson, Wyoming failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:01:47.004 | PID:208 | TID139223009142592| ❌ Laramie, Wyoming failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:01:47.465 | PID:208 | TID139223009142592| ❌ Rock Springs, Wyoming failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:01:50.263 | PID:208 | TID139223009142592| ❌ Sheridan, Wyoming failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:01:52.847 | PID:208 | TID139223009142592| ❌ Riverton, Wyoming failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:01:56.023 | PID:208 | TID139223009142592| ❌ Sioux Falls, South Dakota failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:01:59.004 | PID:208 | TID139223009142592| ❌ Brookings, South Dakota failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:01:59.459 | PID:208 | TID139223009142592| ❌ Aberdeen, South Dakota failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:02:07.419 | PID:208 | TID139223009142592| ❌ Vermillion, South Dakota failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:02:07.926 | PID:208 | TID139223009142592| ❌ Pierre, South Dakota failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:02:08.336 | PID:208 | TID139223009142592| ❌ Huron, South Dakota failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:02:11.217 | PID:208 | TID139223009142592| ❌ Bismarck, North Dakota failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:02:13.918 | PID:208 | TID139223009142592| ❌ Minot, North Dakota failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:02:14.291 | PID:208 | TID139223009142592| ❌ Dickinson, North Dakota failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:02:20.071 | PID:208 | TID139223009142592| ❌ Jamestown, North Dakota failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:02:20.445 | PID:208 | TID139223009142592| ❌ West Fargo, North Dakota failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:02:23.031 | PID:208 | TID139223009142592| ❌ Charleston, South Carolina failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:02:23.444 | PID:208 | TID139223009142592| ❌ Columbia, South Carolina failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:02:30.761 | PID:208 | TID139223009142592| ❌ Florence, South Carolina failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:02:31.130 | PID:208 | TID139223009142592| ❌ Beaufort, South Carolina failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:02:35.999 | PID:208 | TID139223009142592| ❌ Anderson, South Carolina failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:02:36.369 | PID:208 | TID139223009142592| ❌ Albuquerque, New Mexico failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:02:39.066 | PID:208 | TID139223009142592| ❌ Las Cruces, New Mexico failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:02:41.779 | PID:208 | TID139223009142592| ❌ Farmington, New Mexico failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:02:42.283 | PID:208 | TID139223009142592| ❌ Taos, New Mexico failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:02:45.098 | PID:208 | TID139223009142592| ❌ Carlsbad, New Mexico failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:02:49.959 | PID:208 | TID139223009142592| ❌ Philadelphia, Pennsylvania failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:02:50.367 | PID:208 | TID139223009142592| ❌ Pittsburgh, Pennsylvania failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:02:53.090 | PID:208 | TID139223009142592| ❌ Allentown, Pennsylvania failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:02:58.201 | PID:208 | TID139223009142592| ❌ Lancaster, Pennsylvania failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:03:05.774 | PID:208 | TID139223009142592| ❌ Oklahoma City, Oklahoma failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:03:06.157 | PID:208 | TID139223009142592| ❌ Tulsa, Oklahoma failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:03:11.117 | PID:208 | TID139223009142592| ❌ Edmond, Oklahoma failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:03:18.718 | PID:208 | TID139223009142592| ❌ Enid, Oklahoma failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:03:19.080 | PID:208 | TID139223009142592| ❌ Ardmore, Oklahoma failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:03:21.841 | PID:208 | TID139223009142592| ❌ Jersey City, New Jersey failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:03:22.274 | PID:208 | TID139223009142592| ❌ Atlantic City, New Jersey failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:03:27.253 | PID:208 | TID139223009142592| ❌ Camden, New Jersey failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:03:34.549 | PID:208 | TID139223009142592| ❌ Cherry Hill, New Jersey failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:03:34.914 | PID:208 | TID139223009142592| ❌ Louisville, Kentucky failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:03:35.317 | PID:208 | TID139223009142592| ❌ Lexington, Kentucky failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:03:40.201 | PID:208 | TID139223009142592| ❌ Frankfort, Kentucky failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:03:43.141 | PID:208 | TID139223009142592| ❌ Covington, Kentucky failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:03:56.010 | PID:208 | TID139223009142592| ❌ Topeka, Kansas failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:03:56.399 | PID:208 | TID139223009142592| ❌ Kansas City, Kansas failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:03:59.106 | PID:208 | TID139223009142592| ❌ Overland Park, Kansas failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:04:01.985 | PID:208 | TID139223009142592| ❌ Manhattan, Kansas failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:04:02.507 | PID:208 | TID139223009142592| ❌ Hutchinson, Kansas failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:04:07.939 | PID:208 | TID139223009142592| ❌ New Orleans, Louisiana failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:04:08.482 | PID:208 | TID139223009142592| ❌ Baton Rouge, Louisiana failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:04:30.175 | PID:208 | TID139223009142592| ❌ Alexandria, Louisiana failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:04:32.857 | PID:208 | TID139223009142592| ❌ Natchitoches, Louisiana failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:04:33.247 | PID:208 | TID139223009142592| ❌ Slidell, Louisiana failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:04:36.017 | PID:208 | TID139223009142592| ❌ Augusta, Maine failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:04:44.124 | PID:208 | TID139223009142592| ❌ Lewiston, Maine failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:05:23.912 | PID:208 | TID139223009142592| ❌ Camden, Maine failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:05:24.298 | PID:208 | TID139223009142592| ❌ Kennebunkport, Maine failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:05:27.034 | PID:208 | TID139223009142592| ❌ Annapolis, Maryland failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:05:27.470 | PID:208 | TID139223009142592| ❌ Frederick, Maryland failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:05:30.165 | PID:208 | TID139223009142592| ❌ Gaithersburg, Maryland failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:05:45.023 | PID:208 | TID139223009142592| ❌ Worcester, Massachusetts failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:05:45.495 | PID:208 | TID139223009142592| ❌ Springfield, Massachusetts failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:05:50.674 | PID:208 | TID139223009142592| ❌ Salem, Massachusetts failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:05:51.056 | PID:208 | TID139223009142592| ❌ New Bedford, Massachusetts failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:05:51.497 | PID:208 | TID139223009142592| ❌ Plymouth, Massachusetts failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:05:56.660 | PID:208 | TID139223009142592| ❌ Denver, Colorado failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:05:57.107 | PID:208 | TID139223009142592| ❌ Colorado Springs, Colorado failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:06:05.047 | PID:208 | TID139223009142592| ❌ Vail, Colorado failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:06:10.003 | PID:208 | TID139223009142592| ❌ Grand Junction, Colorado failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:06:10.409 | PID:208 | TID139223009142592| ❌ Pueblo, Colorado failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:06:13.176 | PID:208 | TID139223009142592| ❌ Juneau, Alaska failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:06:17.988 | PID:208 | TID139223009142592| ❌ Sitka, Alaska failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:06:18.397 | PID:208 | TID139223009142592| ❌ Ketchikan, Alaska failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:06:23.969 | PID:208 | TID139223009142592| ❌ Wasilla, Alaska failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:06:24.416 | PID:208 | TID139223009142592| ❌ Kenai, Alaska failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:06:27.127 | PID:208 | TID139223009142592| ❌ Montgomery, Alabama failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:06:27.490 | PID:208 | TID139223009142592| ❌ Mobile, Alabama failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:06:37.082 | PID:208 | TID139223009142592| ❌ Florence, Alabama failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:06:45.262 | PID:208 | TID139223009142592| ❌ Little Rock, Arkansas failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:06:48.125 | PID:208 | TID139223009142592| ❌ Bentonville, Arkansas failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:06:56.594 | PID:208 | TID139223009142592| ❌ Conway, Arkansas failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:06:57.087 | PID:208 | TID139223009142592| ❌ Springdale, Arkansas failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:07:05.485 | PID:208 | TID139223009142592| ❌ Nashua, New Hampshire failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:07:13.204 | PID:208 | TID139223009142592| ❌ Keene, New Hampshire failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:07:16.185 | PID:208 | TID139223009142592| ❌ Lebanon, New Hampshire failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:07:18.870 | PID:208 | TID139223009142592| ❌ Claremont, New Hampshire failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:07:19.233 | PID:208 | TID139223009142592| ❌ Milwaukee, Wisconsin failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
2025-10-21 20:07:29.124 | PID:208 | TID139223009142592| ❌ Appleton, Wisconsin failed: {"message":"You have exceeded the rate limit per second for your plan, PRO, by the API provider"}
